input,input_fr,input_wo,label
How much does each transfer cost?,Combien coûte chaque transfert ?,Ñaata mooy njëgu yónnee gu nekk?,top up by bank transfer charge
Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.,Pourriez-vous m'expliquer pourquoi j'ai reçu un message indiquant que mon transfert n'est pas possible ? Je n'ai jamais eu de problèmes pour effectuer un transfert dans le passé.,Ndax mën nga leeral lu tax jotuma mesaas bu wone ni sama toxal xaalis jàppandiwul? Mësuma am ay jafe-jafe ngir def toxal xaalis bu njëkk ba.,beneficiary not allowed
can i top up from a usa credit card,puis-je recharger à partir d'une carte de crédit américaine,Ndax mën naa sarse ak kàrt keredi bu Amérique.,supported cards and currencies
Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost?,Puis-je retirer de l’argent dans ma devise nationale à un distributeur automatique de billets ? Je suis en vacances et je n’ai pas d’argent liquide sur moi. C’est une source d’inquiétude. Est-il possible de se rétracter ici sans frais supplémentaires ?,Ndax mën naa jël xaalis ci sama xaalisu réew ci GAB bi? Dama nekk ci wakaas te amuma fi xaalis. Loolu jaaxal nama. Ndax mën nañu dindi xaalis fii te doo fay dara??,wrong exchange rate for cash withdrawal
I am waiting on the refund,J'attends le remboursement,Maa ngi xaar ñu delloo ma sama xaalis,Refund not showing up
Tell me why my card payment would be reverted.,Dites-moi pourquoi mon paiement par carte serait annulé.,Wax ma lu tax ñuy fomm sama fayukaay ci kart bi.,reverted card payment?
I want a refund on a direct debit.,Je souhaite un remboursement sur un prélèvement automatique.,Dama bëgga dello xaalis bi ci génnee otomatik,cancel transfer
Can you tell me why I was charged extra when I withdrew money?,Pouvez-vous me dire pourquoi des frais supplémentaires m'ont été facturés lorsque j'ai retiré de l'argent ?,Ndax mën ngeen ma wax lu tax ñu yokk njëg yi bi may jël xaalis bi?,activate my card
Do i have to top-up with my credit card before I can transfer?,Dois-je recharger avec ma carte de crédit avant de pouvoir transférer ?,Ndax dama wara sarse ak sama kàrtu keredi balaa may mëna toxal xaalis?,topping up by card
Is going to a bank only way to change my PIN?,Est-ce que le fait de s’adresser à une banque est le seul moyen de changer mon code PIN ?,Ndax dem bànk rekk mooy anam wi ma mëna soppee sama kod-PIN?,change pin
My card is missing.,Ma carte a disparu.,Sama kàrt dafa réer,lost or stolen card
i dont recognize a charge on my card,je ne reconnais pas une charge sur ma carte,Am na sars bu ma xàmmeewul ci sama kàrt.,transfer fee charged
how long does a US transfer take,Combien de temps prend un transfert aux États-Unis, ñaata waxtu la yònnee xaalis Eta-Suni di def ?,getting virtual card
How long do you have to wait to see your virtual card your ordered?,Combien de temps devez-vous attendre pour voir votre carte virtuelle commandée ?,Ñaata waxtu ngeen wara xaarandi ngir gis seen kàrt wirtuel bi ngeen komànde ?,getting virtual card
I left my phone somewhere and can't use the app.,J'ai laissé mon téléphone quelque part et je ne peux pas utiliser l'application.,"Dama fàtte sama telefon, waaye mënumaa jëfandikoo aplikaasiyoŋ bi.",lost or stolen phone
"I only made one transaction at this place, but it's appearing multiple times.","Je n'ai effectué qu'une seule transaction à cet endroit, mais elle apparaît plusieurs fois.","Benn jokkalante kepp laa defe foofa, waaye maa ngi koy gis ak a gisaat",transaction charged twice
I'm dissatisfied with the service and would like to terminate the account.,Je ne suis pas satisfait du service et je souhaite résilier le compte.,"Kontaanuma ci liggéey bi, te dama bëgga dindi kont bi.",terminate account
am i able to receive my salary this way?,puis-je recevoir mon salaire de cette façon ?,ndax mën naa jot sama saleer ci nii?,receiving money
I was charged the wrong exchange rate on a purchase,On m’a facturé le mauvais taux de change sur un achat,Dañu ma feyeeku njëgu weccoo xaalis bu baaxul ci lima jënd.,card payment wrong exchange rate
i need help finding the auto top up option.,j'ai besoin d'aide pour trouver l'option de recharge automatique.,Yittewoo naa ndimbal ngir ma xam tànneefu dugal xaalis bu gaaw.,automatic top up
I'd prefer a Mastercard.,Je préfère une Mastercard. ,Dama taamu kàrt Master. ,top up reverted
Where do I look for cash top up?,Où puis-je trouver un rechargement d'espèces ? ,Fan laa mëna ame xaalis? ,card payment fee charged
Why can't I top up by cheque?,Pourquoi ne puis-je pas recharger par chèque ?,Lu tax mënuma dugal xaalis ak sek?,top up by cash or cheque
How long will I have to wait for my new card?,Combien de temps devrai-je attendre pour recevoir ma nouvelle carte ?,ñaata waxtu laa wara xaar ngir jot sama kàrt?,card delivery estimate
Is verifying my identify important?,Est-il important de vérifier mon identité ?,Ndax saytu sama dàntite am na solo ?,why verify identity
Can the card was sen to me be tracked?,La carte qui m'a été envoyée peut-elle être suivie ?,Ndax mënees na xam fan la kàrt bi ñu ma yónnee nekk ?,card arrival
Are there any hidden extra fees for currency exchanges?,Existe-t-il des frais supplémentaires cachés pour les échanges de devises ?,Ndax amna yeneen fere yu nëbbu ngir njëgu weccoo xaalis yi?,exchange charge
I live in the UK. Can I get a card?,J'habite au Royaume-Uni. Puis-je obtenir une carte ?,"Rwayom-Uni laa dëkk, ndax mën naa am kàrt?",country support
Which documents do I need for this identity check?,De quels documents ai-je besoin pour ce contrôle d'identité ?,Yan këyit laa soxla ngir saytu dàntite bii?,verify my identity
I have an account that is empty of funds. Can I transfer some from another bank?,Mon compte est vide. Puis-je en transférer depuis une autre banque ?,"Sama kont dara nekku ci, Ndax mën naa ci yónnee ci beneen bànk ?",transfer into account
How come I was charged an extra fee when paying with the card?,Comment se fait-il que des frais supplémentaires m’aient été facturés lors du paiement par carte ?,Naka lañu ma mëna feyeekoo njëg yu ëpp bu may feye ak  kàrt?,card payment fee charged
Which countries can I change my PIN in?,Dans quels pays puis-je modifier mon code PIN ?,Ci ban réew laa mëna soppee sama kod-PIN?,change pin
I used the wrong account number!,J’ai utilisé le mauvais numéro de compte !,Dama juum ci nimero kont bi!,cancel transfer
"I requested a refund from a seller a while ago, but when I check my statements it doesn't show up. Can you help me get my refund.","J'ai demandé un remboursement à un vendeur il y a quelque temps, mais lorsque je consulte mes relevés, rien n'apparaît. Pouvez-vous m'aider à obtenir mon remboursement ?","Ci ay waxtu yu néew dama laaj ab delloo xaalis ci ab jaaykat, waaye ci bi ma xoolee sama rëlëwe, dara ñëwul. Ndax mën ngeen ma jappale ma jot sama xaalis",Refund not showing up
When will my card be delivered?,Quand ma carte sera-t-elle livrée ?,Kañ ngeen may jox sama kàrt ?,card delivery estimate
I think you reverted my top up.,Je pense que vous avez annulé mon rehaut.,Dama yaakaar ni dangeen fomm sama yokk.,top up reverted
"My PIN can't access my card, can you help?.","Mon code PIN ne peut pas accéder à ma carte, pouvez-vous m'aider ?","Sama kodu PIN mënul duggu ci sama kàrt, ndax mën ngama dimbàli?",pin blocked
What is your age limit?,Quelle est votre limite d'âge ?,Ban  at  mooy  seen àpp?,direct debit payment not recognised
"I used my card to top up, but the money is not there!","J'ai utilisé ma carte pour recharger, mais l'argent n'est pas là !","Dama jëfandikoo sama kàrt, waaye xaalis bi nekku fu!",topping up by card
In regards to the PIN of the card?,En ce qui concerne le code PIN de la carte ?,Ana lu jëm ci wàllu kod-PINu kàrt bi?,get physical card
I was declined when I tried to take out cash!,J'ai été refusé lorsque j'ai essayé de retirer de l'argent liquide !,Naroon nañoo gàntal sama njëlum koppar,declined cash withdrawal
I made an online purchase and the order has not shown up. Give me my money back.,J'ai effectué un achat en ligne et la commande ne s'est pas présentée. Rendez-moi mon argent.,Dama jënd ci liiñ bi waaye komaand bi ñëwul. Delloo leen ma sama xaalis.,request refund
I found a transfer fee - is that correct?,J'ai trouvé des frais de transfert - est-ce correct ?,"Nemmeeku naa ay fere yónnee, ndax noonu la deme ?",transfer fee charged
I was checking my statement and I think one of my card payments has reverted,Je vérifiais mon relevé et je pense qu'un de mes paiements par carte a été annulé.,Xool naa sama rëlëwe te yaakaar na am na payoor ak kàrt buñu fomm.,reverted card payment?
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,Je viens de me rendre compte que j'ai fait une mauvaise transaction hier. Pourriez-vous s'il vous plaît la corriger ? J'en ai besoin pour demain.,"Dama gis ne dèmb, def naa jëflante bu baaxul. Ndax mën nga ko saafara? Dama ko soxla suba.",pending card payment
Do you have support for flat currencies?,Avez-vous un support pour les devises fixes ?,Ndax am nga ndimbal ngir njëg yu dul soppeeku?,wrong amount of cash received
"I no longer want to transfer funds, can we cancel that transaction?","Je ne veux plus transférer de fonds, pouvons-nous annuler cette transaction ?","Bëggatuma toxal xaalis, ndax mën nañu fomm jëflante bii?",cancel transfer
I had a decline on my card. Why?,Ma carte a été refusée. Pourquoi ?,"Dañoo gàntal sama kàrt, lu ko waral ?",declined card payment
I was charged twice for the same purchase!,J'ai été facturé deux fois pour le même achat !,Dañu maa feyyeeku ñaari ci benn jënd?,balance not updated after bank transfer
How much would it cost me for a bank transfer to top up my account?,Combien me coûterait un virement bancaire pour recharger mon compte ?,Ñaata la may dikkee suma toxale xaalis bànk ngir sarsewaat sama kontu?,top up by bank transfer charge
I need two cards. Is this possible?,J'ai besoin de deux cartes. Est-ce possible ?,Dama soxla ñaari kàrt. Ndax mën naa nekk?,getting spare card
Why won't my transfer go through?,Pourquoi mon transfert ne se fait-il pas ?,lu tax defuñu sama yònnee xaalis ? ,card payment not recognised
How much does it cost to do a transfer?,Combien coûte un transfert ?,ñaata la ñuy fey ngir yónnee xaalis ?,top up by bank transfer charge
Why hasn't my balance been updated from the check deposit I made?,Pourquoi mon solde n'a-t-il pas été mis à jour depuis le dépôt de chèque que j'ai effectué ?,Lu tax yeesalaatuñu sama kont ginnaaw bi ma  ci dugalee xaalis jaare ko ci ab seg ,balance not updated after cheque or cash deposit
Can you help me reset my passcode? I forgot it.,Pouvez-vous m'aider à réinitialiser mon mot de passe ? Je l'ai oublié.,Ndax mën ngeen ma jàppale ba ma yeesal sama baatu jàll ? Dama ko fàtte,passcode forgotten
I didn't get all the cash I asked for,Je n'ai pas reçu tout l'argent que j'avais demandé,Jotuma xaalis bi ma laajoon lépp.,wrong amount of cash received
My transfer isn't in,Mon transfert n'est pas effectué,Xaalis bi ma yónnee jàllul,transfer not received by recipient
why have i not got my new card?,pourquoi n'ai-je pas reçu ma nouvelle carte ?,Lu tax jota guma sama kàrt bu bees bi?,card arrival
I was charged an extra pound for no reason. Why is that?,On m'a facturé une livre supplémentaire sans raison. Pourquoi ?,Dañu ma feyloo benn téere te dara waralu ko. Lu tax ?,extra charge on statement
My cash withdrawal was declined.  Why?,Mon retrait d’argent a été refusé. Pourquoi?,Dañu bañ ma dindi xaalis. Lu tax?,declined cash withdrawal
"For adding money, which currencies do you accept?","Pour ajouter de l'argent, quelles devises acceptez-vous ?","Ngir yokk xaalis, yan xaalis nga nangu?",verify source of funds
Cancel a transaction,Annuler une transaction,Fommal jëflante.,declined cash withdrawal
I have been waiting for my card payment to be moved from pending status for an unusually long time.  What is going on here and do you have an idea of when I can expect it to go through?,J’attends depuis une période inhabituellement longue que mon paiement par carte soit retiré de l’état en attente. Que se passe-t-il ici et avez-vous une idée du moment où je peux m’attendre à ce que cela se produise ?,"Maa ngiy xaar lu yàgg lool ñu dindi peyoor bi ma def ak kàrt ci taaxirlu bi. Lu xew fii, ndax xam nga kañ laa mëna seentu lii xew?",pending card payment
I made a transaction this morning but I need to revert it now.,J'ai effectué une transaction ce matin mais je dois l'annuler maintenant.,Dama def ab jëflante tey ci suba waaye dama ko wara fommal leegi.,cancel transfer
How dp i top up with a cheque ?, Comment puis-je recharger avec un chèque ?,Naka laay def ba yokk xaalis cib sek? ,direct debit payment not recognised
Why was my cash withdrawal given the wrong exchange rate?,Pourquoi mon retrait d’espèces a-t-il reçu le mauvais taux de change ?,Lan moo tax sama xaalis bimay génnee am  njëgu weccoo bu baaxul?,wrong exchange rate for cash withdrawal
How long does it take for money to transfer?,Combien de temps faut-il pour que l'argent soit transféré ?,Ñaata waxtu la ab yónnee xaalis war a def ?,balance not updated after bank transfer
Can you tell me where to find my top-up verification code?,Pouvez-vous me dire où trouver mon code de vérification de recharge ?,Ndax mën ngeen ma won fan la sama kodu cambarug sarsamã nekk ?,verify top up
I was unable to transfer money to a beneficiary.,Je n'ai pas pu transférer d'argent à un bénéficiaire.,Mujjewuma yónnee nit ki xaalis bi,beneficiary not allowed
How come my card payment is still pending?,Comment se fait-il que mon paiement par carte soit toujours en attente ?,Lan moo tax sama kàrt biy wéy ci pekku négandiku ?,pending card payment
When will you be taking orders for disposable virtual cards?,Quand prendrez-vous les commandes de cartes virtuelles jetables ?,Kañ ngeeni jël komàndu kàrt wirtuel yu ñuy sànni?,get disposable virtual card
What ATMs will allow me to change my PIN?,Quels sont les guichets automatiques qui me permettront de modifier mon code PIN ?,Yan ñooy GAB yi may may ma soppi sama kodu PIN?,change pin
I would like to edit my personal information .,Je souhaiterais modifier mes informations personnelles.,Dama bëgga soppi samay leerali bopp.,edit personal details
I made a payment and it was reverted and wanted to know why?,J'ai effectué un paiement et il a été annulé et je voulais savoir pourquoi ?,"Def naa benn peyoor boo xam ne dañu ko niilal, ma bëggoon a xam lu ko waral ?",reverted card payment?
What if I need my salary in another currency?,Que faire si j’ai besoin de mon salaire dans une autre devise ?,Luma wara def sudee dama soxla sama saleer ci beneen xaalis.,declined card payment
Please help me get a Visa card.,"S'il vous plaît, aidez-moi à obtenir une carte Visa.","Ngir yàlla , jàppale leen ma  ma am kàrt Wiisa.",activate my card
I can't find my code,je ne trouve pas mon code,Gisu ma sama baatu ubbikaay,passcode forgotten
How old does my daughter have to be to open an account?,Quel âge doit avoir ma fille pour ouvrir un compte ,ñaata at la sama doom ju jigéen wara am ngir mëna ubbi kont ?,balance not updated after cheque or cash deposit
The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,"Le distributeur refuse constamment mon paiement. J'ai essayé deux distributeurs différents, mais sans succès. Pouvez-vous vérifier si tout est correct sur mon compte ?","Gab bi dafay bañ sama payoor saa su ne. Jéem naa ñaari GAB yu wuute, waaye sottiwul. Ndax mën ngeen xool ndax lépp ngi jaar yoon ci sama kont?",declined cash withdrawal
I need quickly transfer something from China. About how long will it take?,J'ai besoin de transférer rapidement quelque chose depuis la Chine. Combien de temps cela prendra-t-il environ ?,Dama am lu jamp lu ma bëgg a yónnee Chine. Ñaata waxtu la loolu war a jël ?,transfer timing
My card got charged twice for the same thing!,Ma carte a été débitée deux fois pour la même chose !,Sama kàrt dañu ko dàgg ñaari yoon ngir benn mbir!,transaction charged twice
The app doesn't believe its me.,L'application ne croit pas que c'est moi,App bi gëmul ni man laa.,get disposable virtual card
Are there any restrictions to where I can use my card?,Y a-t-il des restrictions quant à l'utilisation de ma carte ? ,Ndax amna ay tënk ci jëfandikoo sama kàrt?,wrong exchange rate for cash withdrawal
What do you charge to top up US cards?,Combien facturez-vous pour recharger les cartes américaines ?,Ñaata ngeen di fayeku ngir sarse xaalis ci kàrtu Etats Unis yi?,top up by card charge
Are there restrictions on new cards in China?,Existe-t-il des restrictions sur les nouvelles cartes en Chine ?,Ndax am wàññi ci kàrt yu bees yi ci siin?,card about to expire
How do I exchange currencies with this,Comment puis-je échanger des devises avec ceci,Naka laa mën a weccoo xaalis ak aplikaasiyoŋ bii ?,exchange via app
I would like to know if I can top up with Google Pay.,J'aimerais savoir si je peux recharger avec Google Pay.,Bëggoon naa xam sudee mën naa sarse ak Google Pay.,apple pay or google pay
My transfer didn't arrive to the recipient,Mon virement n'est pas arrivé au destinataire,Sama xaalis yeggul ci ki koy jot,transfer not received by recipient
I'm interested in getting a card. How does one go about doing that?,Je suis intéressé à obtenir une carte. Comment s’y prend-on ?,Dama bëgga am kàrt. Naka lañu koy defe?,order physical card
where do i go to transfer money from one account to this one,où dois-je aller pour transférer de l'argent d'un compte à celui-ci,"Fan laa wara dem ngir toxale xaalis ci benn kont, yóbbu ko ci bii?",cancel transfer
Why wasn't my payment accepted by the app,Pourquoi mon paiement n’a-t-il pas été accepté par l’application ?,Lan moo tax sama peyooru aplikaasioŋ nanguwuko?,reverted card payment?
I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,"J'ai besoin d'une assistance immédiate pour annuler un transfert qui était une erreur. S'il vous plaît, aidez-moi rapidement pour que cela ne se produise pas.",Dama soxla ndimbal ci saa si ngir fomm ab yónnee bu jaarul yoon. Dimbali leen ma ngir yàlla nu mu gëna gaawee ngir loolu baña xew.,card not working
My card won't work right now.,Ma carte ne fonctionnera pas pour le moment.,Sama kàrt doxul jamono jii,card not working
The transfer was accepted but now it's stuck on pending. When will it go through?,Le virement a été accepté mais il est maintenant bloqué en attente. Quand sera-t-il effectué ?,toxal xaalis bi nangu nañu ko waaye leegi tëj nañu ko muy xaar.kañ lañ koy def?,pending transfer
I keep being asked to verify my identity. Is this normal?,On me demande sans cesse de vérifier mon identité. Est-ce normal ?,Dañuy wéy di ma laaj sama dàntite. Ndax yoon la ?,why verify identity
Is there any way to see my card in the app?,Existe-t-il un moyen de voir ma carte dans l'application ?,Ndax mën naa gis sama kàrt ci aplikaasiyoŋ ?,card linking
why did my payment revert,Pourquoi mon paiement a-t-il été rétabli,Lu tax ñu delloo sama xaalis.,reverted card payment?
"My new card just arrived, how can I activate it?","Ma nouvelle carte vient d'arriver, comment puis-je l'activer ?","Sama kàrt dafay soog a agsi, naka laa mën a fexee ba mu dox ?",activate my card
"the balance has not changed, but I have deposited some money","le solde n'a pas changé, mais j'ai déposé de l'argent","Sold bi soppikuwul, waaye dugal naa xaalis bi",balance not updated after cheque or cash deposit
I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past.,Je pense avoir un problème avec les retraits sur ma carte. Elle a été refusée ce matin alors que j'allais au travail. Ce n'était pas déjà arrivé.,Yaakaar naa ne dama am jafe-jafe ak jël xaalis ci sama kont. Dañu ko gàntal bi may liggéeyi ci suba si. Loolu mësuma dal,declined cash withdrawal
how do i get a refund for a direct debit payment i didn't make,Comment puis-je obtenir un remboursement pour un paiement par prélèvement automatique que je n'ai pas effectué ?,Naka laay def ba ñu delloo ma xaalis boo xam ne dañu ma ko dagg ci dul sama coobare ?,direct debit payment not recognised
I would like more physical cards,Je voudrais plus de cartes physiques,Dama bëgg kàrt fisik yu bari.,top up limits
My top up says it is still pending,Mon rechargement indique qu'il est toujours en attente,Sama sarse dafay wone ni mungi xaar ba leegi?,pending top up
Can you tell me what this fee is on my statement?,Pouvez-vous me dire à combien s'élèvent ces frais sur mon relevé ?,Ndax mën ngeen ma xamal lan la fere yi may gis ci sama karne kont di méngool ?,extra charge on statement
Can I quickly send a transfer from China?  How long will it take?,Puis-je envoyer rapidement un virement depuis la Chine ? Combien de temps cela prendra-t-il ?,Ndax mën naa yónneewe xaalis Siin ci lu gaaw ?  Ban diir la loolu di def?,transfer timing
"I keep trying to make a payment, but it doesn't work.","J'essaie toujours d'effectuer un paiement, mais cela ne fonctionne pas.","Maa ngi wéy di jéem a def benn peyoor, waaye nanguwul ba tay",declined card payment
I need to cancel a transfer I made.,Je dois annuler un transfert que j'ai effectué.,Dama war a niilal xaalis bu ma yónnee ba noppi ,cancel transfer
How can I check on the delivery status of my card?,Comment puis-je vérifier l'état de livraison de ma carte ?,Ndax mën naa cambar sama bésu jotali  kàrt ?,card arrival
I refilled my account balance but got an error message.,J'ai rechargé le solde de mon compte mais j'ai reçu un message d'erreur.," Dama dugal xaalis bi ci sama kont waaye ma jot mesaasu njuumte.
",get physical card
"I want to add money to my card, what payments do you accept?","Je souhaite ajouter de l'argent sur ma carte, quels paiements acceptez-vous ?","Dama bëgga yokk xaalis ci sama kont, ban peyoor nga nangu ?",beneficiary not allowed
Where do I go to reset the passcode?,Où dois-je aller pour réinitialiser le code d’accès ?,Fan laa wara dem ngir yeesalaat kodu duggu gi?,cash withdrawal charge
"To deliver to the US, how long will it take?","Pour livrer aux États-Unis, combien de temps cela prendra-t-il ?","Ngir yóonee ca Senegaal, ñaata waxtu lay def?",card delivery estimate
How much would I be charged for a transfer?,Combien me coûterait-on pour un transfert ?,Ñaata lay fay ngir jël xaalis?,top up by bank transfer charge
need to know if there is a maximum i can top up,j'ai besoin de savoir s'il y a un maximum que je peux recharger,Bëgg naa xam ndax li ma mën a sarse dafa am àpp bu ma warul a weesu,top up limits
Tell me about the card PIN?,Parlez-moi du code PIN de la carte ?,Wax leen ma ci baatu ubbikaayu kàrt bi.,pending card payment
MY transfer has still not appeared.,Mon transfert n’est toujours pas apparu.,Sama toxal xaalis ba leegi feeñul.,balance not updated after bank transfer
The ATM kept my card?,Le distributeur a gardé ma carte ?,GAB bi dafa lekk sama kàrt,card swallowed
How can I reset my darned PIN number?,Comment puis-je réinitialiser mon fichu code PIN ?,Naka laa mëna  yeesalaate sama kod-PIN?,pin blocked
"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?","Ma recharge était censée être effectuée, mais maintenant l'argent a disparu ! Y a-t-il un problème dans votre système ?",Dama waroona duggal xaalis waaye xaalis bi réer na. Ndax sistem bi dafa am jafe-jafe ?,wrong amount of cash received
I found my old card. Can I link it back into the app?,J'ai retrouvé mon ancienne carte. Puis-je la rattacher à l'application ?,Gis naa sama kàrt bu yàgg ba. Ndax mën naa ko lëkkale ci aplikaasiyoŋ ?,card linking
I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,J’ai reçu un message m’informant que mon transfert n’est pas possible. Que se passe-t-il? J’ai besoin que cela passe s’il vous plaît.,Dama jot benn bataaxal buy wax ni xaalis bima toxal mënul nekk. Lu xew? Dama bëgg mu jàll ngir yalla.,beneficiary not allowed
Hoe do i use my credit card to transfer money?,Comment utiliser ma carte de crédit pour transférer de l'argent ?,Naka laa mëna jëfandikoo sama kàrtu keredi ngir yónnee xaalis?,cash withdrawal charge
The rate applied to my foreign currency at an ATM was incorrect.,Le taux appliqué à mes devises étrangères à un distributeur automatique était incorrect,Njëg wi ñu jëfandikoo ci sama xaalis bi bawoo ca bitim réew ci gab bi jaarul yoon.,wrong exchange rate for cash withdrawal
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.","J’ai attendu 2 jours pour qu’un virement arrive sur le compte d’un détaillant, vais-je devoir attendre plus longtemps.","Maa ngiy xaar ñaari fan ngir am xaalis bu wara ñow ci kontu jaaykatu detaay bi, fàww ma xaar lu gëna yàgg.",transfer not received by recipient
I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user?,J'ai récemment été agressé et j'aimerais savoir si je dois avoir accès à l'application pour utiliser vos services et comment procéder pour configurer vos services sur un nouvel appareil appartenant à un utilisateur actuel ?,"Bu yàggul dara, dañu ma song, te bëggoon naa xam sudee dama wara dugg ci aplikaasiyoŋ bi ngir jëfandikoo sa serwiis yi, ak naka laay def ba mëna tabb sa serwiis yi ci aparey bu bees bu jëfandikookat bi?",disposable card limits
Why wasn't my bank balance updated?,Pourquoi mon solde bancaire n'a-t-il pas été mis à jour ?,Lu tax li des sama bànk yeesaluñu ko?,balance not updated after bank transfer
The atm didn't give me all my cash,Le distributeur ne m'a pas donné tout mon argent,GAB bi génneeluma xaalis bi ma ko laajoon yépp ,wrong amount of cash received
I have been waiting over a week. Is the card still coming?,"J'attends depuis plus d'une semaine. La carte arrive-t-elle toujours ?

","Lu ëpp benn ayu-bis angi nii may xaar. Ndax kàrt baa ngiy ñëw?
",lost or stolen phone
I entered the wrong pin too many times and now I think it's blocked. What do I do?,J’ai entré la mauvaise épingle trop de fois et maintenant je pense qu’elle est bloquée. Que dois-je faire ?,"Dama duggal pin bu baaxul lu bari yoon, leegi jàpp naa ni dafa tëju. Lan laa wara def?",pin blocked
I haven't received the money from the check I deposited.,Je n'ai pas reçu l'argent du chèque que j'ai déposé.,Jotuma xaalisu sekk bima yoobu.,balance not updated after cheque or cash deposit
I would like to reactivate my card that I previously reported lost. I located the card this morning.,Je souhaite réactiver ma carte que j’ai précédemment déclarée perdue. J’ai trouvé la carte ce matin.,Bëgg naa tàmbaliwaat sama kàrt bi ma waxoon ni dafa réer. Tay ci suba laa gis kàrt bi.,card linking
"I tried using a check to update my balance, but it isn't work? Is something wrong?","J'ai essayé d'utiliser un chèque pour mettre à jour mon solde, mais ça ne fonctionne pas ? Y a-t-il un problème ?","Jéem naa jëfandikoo ab seg ngir yeesalaat sama sold, waaye doxul ? Ndax dafa am jafe-jafe ?",balance not updated after cheque or cash deposit
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,Aïe! Je n’ai pas reçu la somme d’argent que j’avais demandée. Que dois-je faire maintenant ?,Wuy! jotuma limu xaalis bi ma laajtewoon. Leegi nu may def?,wrong amount of cash received
How do I receive a disposable virtual card?,Comment puis-je recevoir une carte virtuelle jetable ?,Naka laa mëna amee kàrt wirtuyel buñuy sànni?,get disposable virtual card
I do not understand why my pass-code is not working.,Je ne comprends pas pourquoi mon code d'accès ne fonctionne pas.,Xamuma lu tax sama kodu bimay duggee doxatul.,passcode forgotten
Why is there a fee on my money transfer?,Pourquoi y a-t-il des frais sur mon transfert d'argent ?,Lu tax mu am ay  payu ci sama yónnee xaalis?,transfer fee charged
What do i do to get a physical card?,Que dois-je faire pour obtenir une carte physique ?,Lan laa wara def ngir am kàrt fisik?,order physical card
Why did I get charged for a withdrawal?,Pourquoi ai-je été facturé pour un retrait ?,Lu tax ñu feye ku  ma ab génne xaalis?,cash withdrawal charge
is it just visa or can i also use mastercard?,Est-ce seulement Visa ou puis-je également utiliser MasterCard ?,Ndax wiisa kese la walla mën naa itam jëfandikoo kàrt Master?,visa or mastercard
I did not receive all of my cash back,Je n'ai pas reçu tout mon remboursement,Jotuma xaalis bi ñu ma waroon a delloo yépp,wrong amount of cash received
Tell me why my balance did not change when I tranferred cash.,Expliquez-moi pourquoi mon solde n'a pas changé lorsque j'ai effectué un virement. , Wax ma lu tax sama sold soppikuwul bi may def toxal.,top up by card charge
Help me find the transfer that I did.,Aidez-moi à retrouver le transfert que j'ai effectué.,Jàppaleleen ma ndax ma xam fi xaalis bi ma yónnee jaar ?,balance not updated after bank transfer
I am 16 and just started working at McDonalds can I deposit my checks at your bank?,"J'ai 16 ans et je viens de commencer à travailler chez McDonalds, puis-je déposer mes chèques dans votre banque ?","Amnaa fukk ak juróomi at te dama tàmbali liggéey ci McDonalds, ndax mën naa dugal samay sekk ci seen bànk?",age limit
How much is the exchange fee?,Combien coûtent les frais de change ?,Ñaata ngay fay ngir weccoo xaalis?,exchange charge
What's the process for exchanges?,Quel est le processus pour les échanges ?,Ban anam la ñuy jaar ngir weccoo xaalis?,exchange rate
"I want to top up my account by a bank transfer, but will I be charged?","Je souhaite recharger mon compte par virement bancaire, mais serai-je facturé ?","Dama bëgg a sarse sama kont jaare ko ab jokkalente bànk, ndax loolu dafa laaj ay fere ?",top up by bank transfer charge
Is there a reason why there is an extra £1 charge on my account?,Y a-t-il une raison pour laquelle un supplément de 1 £ est facturé sur mon compte ?,Ndax amna lu waral ñuy jël lu ëpp 650 frs cfa ci sama kont?,extra charge on statement
My payment was cancelled,Mon paiement a été annulé,Sama peyoor dañu ko gàntal,reverted card payment?
Help me figure out how to link the new card.,Aidez-moi à comprendre comment lier la nouvelle carte.,Dimbalima ma xam naka laay lëkkalee kàrt bu bees bi,card linking
Please let me know how to change my PIN?,S’il vous plaît laissez-moi savoir comment changer mon code PIN ?,Bayyi leen ma ma xam ni ñuy soppee sama kod-PIN?,change pin
There's a payment in the app I don't recognize.,Il y a un paiement dans l'application que je ne reconnais pas.,Amna payoor ci aplikaasiyoŋ bi buma xàmmeewul.,card payment not recognised
why is top up pending,Pourquoi la recharge est-elle en attente ?,Lu tax sarse bi di xaar?,pending top up
