input,input_fr,input_wo,label
The exchange rate for my cash withdrawal was incorrect,Le taux de change pour mon retrait d'espèces était incorrect,Dayo weccoo  bi jaarul woon yoon bi may jël xaalis,wrong exchange rate for cash withdrawal
Why do I see a random withdrawal in my app?,Pourquoi est-ce que je vois un retrait aléatoire dans mon application ?,Lu tax sama aplikaasiyoŋ bi di feeñal xaalis boo xam ne dañu ko ci jël ci lu dul yoon,cash withdrawal not recognised
I live in the EU - can I get a card?,"Je vis dans l'UE, puis-je obtenir une carte ?","Maa ngi dundu ci UE bi, ndax mën naa am ab kàrt ?",country support
I think a fee was applied for paying with a card.,Je pense que des frais ont été appliqués pour payer avec une carte.,Dama yaakaar ne dañu ma teg ay fere ci peyoor bi ma defe ak kàrt,card payment fee charged
My top up is not working,Ma recharge ne fonctionne pas,Sama sarse doxul,top up failed
What should I do when my card reaches its expiry date?,Que dois-je faire lorsque ma carte atteint sa date d’expiration ?,Lan laa wara def sudee sama kàrt àgg na  ci jamonu bumu wara jeex?,card about to expire
Is there a fee to make a transfer?,Y a-t-il des frais pour effectuer un transfert ?,Ndax yónnee xaalis am na ay fere ?,top up by bank transfer charge
How many transactions can I do with my disposable card?,Combien de transactions puis-je effectuer avec ma carte jetable ?,Ñaata jokkalante koppar laa mën a def ak sama kàrtu jëfandiku-sànni bi ?,disposable card limits
How do I know what my PIN is?,Comment puis-je connaître mon code PIN ?,naka laay mëna xamee sama kod PIN?,get physical card
I need to know where my funds come from.,J'ai besoin de savoir d'où viennent mes fonds.,Dama soxla xam fan la sama xaalis bawoo.,verify source of funds
Why does a cash withdrawal show as pending?,Pourquoi un retrait d'argent apparaît-il comme en attente ?,Lan moo waral genne xaalis bi di wane ni dayfay xaarandi?,pending cash withdrawal
How much does it cost to exchange my balance into a foreign currency?,Combien cela coûte-t-il d’échanger mon solde dans une devise étrangère ?,Lan la samag peyoor di dikke su ma ko weccoo ak xaalisu bitim-réew ?,exchange charge
Could you please tell me how to activate my new card?,Pourriez-vous me dire comment activer ma nouvelle carte ?,Ndax mën ngeen ma wax ni ñuy  tàmbalee sama kàrt bu bees bi?,activate my card
I am not sure where my phone is.,Je ne sais pas où se trouve mon téléphone.,Xamuma fan la sama telefon féete ,lost or stolen phone
I have an account that is empty of funds. Can I transfer some from another bank?,Mon compte est vide. Puis-je en transférer depuis une autre banque ?,"Sama kont dara nekku ci, Ndax mën naa ci yónnee ci beneen bànk ?",transfer into account
Everything was stolen from me.  I can't use the app.  Please advise.,On m'a tout volé. Je ne peux pas utiliser l'application. Merci de m'informer.,Dañu ma sàcc. Mënuma jëfandikoo aplikaasiyoŋ bi. Xelalleen ma,lost or stolen phone
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.","J'ai effectué un virement interne avant-hier, mais il n'est toujours pas arrivé. Pourriez-vous vérifier ce qui se passe ? Le numéro de compte est bien le bon, je l'ai déjà vérifié plusieurs fois.","Yónnee xaalis kenn ku nekk ci dëkk bi barki-démb, waaye ba tay xaalis bi demul. Nimero kont bi baax na, seetaat naa ko yoon yu bare",transfer not received by recipient
Is there a fee to add money to an international card?,Y a-t-il des frais pour ajouter de l’argent sur une carte internationale ?,Ndax yokkee xaalis kàrtu bitim-réew dafa laaj ay fere ?,top up by card charge
What is going on with my cash deposit. I'm looking at my account balance and it is not there. It has been almost a week. Someone better get back to me asap.,Que se passe-t-il avec mon dépôt en espèces ? Je consulte le solde de mon compte et il n'y est plus. Cela fait presque une semaine. Quelqu'un devrait me recontacter au plus vite.,Lan mooy jafe-jafe xaalis bi ma dugal. Maa ngi xool sama soldu kont waaye nekku ci. Booba ak léegi mat na ayu-bés. Fokk am ku ma tontu nu mu gën a gaawe,balance not updated after cheque or cash deposit
I think my passcode was changed,Je pense que mon code d’accès a été modifié,Dama jàpp ni dañu soppi sama kodu duggu.,passcode forgotten
"I made an international purchase, but the exchange rate was wrong","J'ai effectué un achat international, mais le taux de change était erroné",Am na lu ma jënde bitim-réew waaye dayo weccoo xaalis bi jaarul woon yoon.,card payment wrong exchange rate
How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...,Comment puis-je demander une remise en argent ? Le distributeur automatique de billets vient de me donner le mauvais montant qui m’a été facturé...,Naka laa mëna laajee ñu delloo ma xaalis? GAB bi jox nama xaalis bu jaarul yoon bi ñu ma fayeeku…,wrong amount of cash received
"My funds are low, can I auto top up?","Mes fonds sont faibles, puis-je les recharger automatiquement ?","Sama xaalis dafa wàññeeku , ndax mën nañ ko saarse ci saasi?",automatic top up
"Someone withdrew money from my account, and it wasn't me.","Quelqu'un a retiré de l'argent de mon compte, et ce n'était pas moi.","Amna ku dindi xaalis bu nekk sama kontu, te nekkul woon man?",cash withdrawal not recognised
I attempted to get money in cash but it was refused!,J'ai essayé d'obtenir de l'argent en liquide mais cela a été refusé !,Doon naa jéem a jël xaalis xobbet-xobbet waaye dañu ma ko lànkal,declined cash withdrawal
What is the process for activating my card and using it?,Quelle est la procédure pour activer ma carte et l'utiliser ?,Lan mooy yoon wi ma  war a jaar ngir doxal ak a jëfandikoo kàrt bi ?,activate my card
My app shows a direct debit that isn't mine.,Mon application affiche un prélèvement automatique qui n'est pas le mien.,Sama aplikaasioŋ bi dafay wone ab géenee xaalis bu gaaw  bu bokkul ak sama bos.,direct debit payment not recognised
How do I dispute a debit that I didn't make?,Comment contester un débit que je n'ai pas effectué ?,Naka laa mën a jéebaane xaalis boo xam ne dañu ma ko dagg te jëluma ko ?,direct debit payment not recognised
Will it cost extra to add money to an international card?,Y aura-t-il des frais supplémentaires pour ajouter de l’argent sur une carte internationale ?,Ndax dugal xaalis ci ab kàrtu bitim-réew aajowoo na yeneen fere ?,top up by card charge
Can I select my card scheme or do you choose it for me?,Puis-je choisir mon système de carte ou le choisissez-vous pour moi ?,Ndax mën naa tànn sama sistemu kàrt walla yeen a koy def ?,visa or mastercard
I transferred some cash and it didn't arrive,J'ai transféré de l'argent et il n'est pas arrivé,Yónnee naa xaalis waaye jàllagul,transfer not received by recipient
Top up did not work on the app.,La recharge n'a pas fonctionné sur l'application.,Ndugalum xaalis mi doxul aplikaasiyoŋ bi,top up failed
I just noticed my transfer was declined and I don't know why. Can you help me?,Je viens de constater que mon transfert a été refusé et je ne sais pas pourquoi. Pouvez-vous m'aider ?,Dama gis ni sama yonnee xaalis dañu ko bañ te xamuma lu tax. Ndax mën nga ma dimbali?,declined transfer
Someone must have found my card details as I don't recognize these transactions.,Quelqu'un a dû trouver les détails de ma carte car je ne reconnais pas ces transactions.,Am na ku xam sama wayndarey kàrt ndax jokkalantey koppar yii may gis defuma ko.,compromised card
I would like to get a Visa card,Je voudrais obtenir une carte Visa,Bëggoon naa am ab kàrtu Visa,visa or mastercard
"I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?","J'ai fait 5 tentatives pour réaliser une enquête très standard, mais je n'arrive pas à la faire fonctionner. Quel est le problème ? Y a-t-il un problème lié à votre système ?","Jéem naa juroomi yoon ngir matal ay laaj yu bari, waaye mënu makoo doxal. Lan mooy jafe-jafe bi,ndax daa am jafe-jafe ak seen doxalin?",failed transfer
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,"Un débit en attente de 1 L apparaît sur mon relevé. Veuillez expliquer pourquoi, car je n'ai pas effectué d'achat pour ce montant.","Am na xaalis buy tollu ci benn pound bu ñu jël ci sama kont. Ndax mën nga wax lu ko waral, njënduma dara lu méngook njëg loolu",extra charge on statement
"I tried using a check to update my balance, but it isn't work? Is something wrong?","J'ai essayé d'utiliser un chèque pour mettre à jour mon solde, mais ça ne fonctionne pas ? Y a-t-il un problème ?","Jéem naa jëfandikoo ab seg ngir yeesalaat sama sold, waaye doxul ? Ndax dafa am jafe-jafe ?",balance not updated after cheque or cash deposit
I used my card to top-up but the money is gone!,J’ai utilisé ma carte pour recharger mais j’ai perdu de l’argent !,"Fama jëfandikoo sama kàrt ngir sarse, waaye dama ñàkk xaalis!",topping up by card
Why verify the top-ups?,Pourquoi vérifier les recharges ?,Lu tax ñu wara xool sarse bi? ,verify top up
"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!","J'avais besoin d'effectuer un paiement sur mon compte, mais j'ai saisi un numéro incorrect. L'application ne me permet pas d'annuler cette transaction. Je dois l'annuler au plus vite !","Dama bëggoon a def ab peyoor ci sama kont, waaye dama dugal nimero bu baaxul. Aplikaasiyoŋ bi nanguwul ma niilal jokkalante bii. Bëgg naa ñu niilalal ma ko nu mu gën a gaawe ?",cancel transfer
I want to find out what happened to my new card?,Je veux savoir ce qui est arrivé à ma nouvelle carte ?,Bëgg naa xam fan la sama kàrt bu bees bi mujje ?,card arrival
"I have lost my phone, what steps can I take to prevent someone using my account?","J'ai perdu mon téléphone, quelles mesures puis-je prendre pour empêcher quelqu'un d'utiliser mon compte ?","Sama telefon dafa wadd, naka laa mën a def ba kenn du jëfandikoo sama kont",lost or stolen phone
Will I be charged for topping up by transfer?,Serai-je facturé pour un rechargement par virement ?,Ndax xaalis bi ma dugalee sama kont dees ma ciy tegi fere ?,top up by bank transfer charge
What is wrong with my top-up?,Quel est le problème avec ma recharge ?,Lan mooy jafe-jafe bi ak sama aplikaasiyoŋ,pending top up
When will I see an updated balance after a transfer?,Quand verrai-je un solde mis à jour après un transfert ?,Kañ la sold bi war a beesaat ginnaaw ab yónnee ?,balance not updated after bank transfer
I did not receive the correct amount for the exchange rate.,Je n'ai pas reçu le montant correct pour le taux de change.,Jotu ma xaalis bi war ci njëgu weccoo xaalis bi.,card payment wrong exchange rate
"When I got cash, the exchange rate applied was wrong.","Lorsque j'ai reçu de l'argent liquide, le taux de change appliqué était erroné.","Bi ma jotee xaalis, dama weccoo bi jaarul woon yoon.",wrong exchange rate for cash withdrawal
There is a strange payment on my card and I don't know what to do.,Il y a un paiement étrange sur ma carte et je ne sais pas quoi faire.,"Dafa am payoor ci sama kàrt bu ma deful, xamuma luma wara def.",card payment not recognised
I have a transfer that is still pending.,J'ai un transfert qui est toujours en attente.,Amnaa ab yóonee buy xaarandi ba leegi.,pending transfer
Will a cheque suffice?,Un chèque suffira-t-il ?,Ndax benn sek dina doy?,top up by cash or cheque
What's the cost for exchanges?,Quel est le coût des échanges ?,Lan mooy njëgu weccoo yi?,exchange charge
Why was I charged for a cash withdrawal at the ATM?,Pourquoi m'a-t-on facturé un retrait d'espèces au distributeur automatique ?,Lu tax ñu feyloo ma ay fere ci xaalis bu ma jël ci ab GAB ?,cash withdrawal charge
Why was I charged an extra fee when doing a transfer?,Pourquoi m'a-t-on facturé des frais supplémentaires lors d'un transfert ?,Lu tax ñu sàkku ma yeneen fere bimay toxal xaalis.,transfer fee charged
how much do you charge to top up US cards?,combien facturez-vous pour recharger les cartes américaines ?,Lan mooy tolluwaayu xaalisu sarse kàrt US yi ?,top up by card charge
Is exchanging currencies a feature of the app?,L'échange de devises est-il une fonctionnalité de l'application ?,Ndax weccoo xaalis bokk na ci li aplikasioŋ bi di def?,exchange via app
How long does it take for pending to go through,Combien de temps faut-il pour que les dossiers en attente soient traités ?,ñaata waxtu lay def balaa ñuy ligéey ci bépp téere buy xarandi,pending transfer
What fiat money can I used in the exchange and holding?,Quelle monnaie fiduciaire puis-je utiliser dans l'échange et la détention ?,Ban xaalis  laa mëna jëfandikoo ngir weccoo ak tëye?,fiat currency support
How can you transfer my salary to my correct currency?,Comment pouvez-vous transférer mon salaire dans ma bonne devise ?,Naka ngeen mën a yónnee sama peyoorug weer ci xeetu xaalis boo xam ne bokkul ak sama bëgg-bëgg.,receiving money
How long will it take to verify my account?,Combien de temps faudra-t-il pour vérifier mon compte ?,Ban diir la sama caytug kont war a jël ?,unable to verify identity
Need help to get my card to work.,J'ai besoin d'aide pour faire fonctionner ma carte.,Yittewoo naa ndimbal ngir doxal sama kàrt ,card not working
Please help!  There was an extra fee when I got cash.,"Aidez-moi, s'il vous plaît ! J'ai dû payer des frais supplémentaires pour retirer de l'argent.","Dimbalima, ngir yàlla! Dama naroon fay yeneen  fere ngir dindi xaalis.",cash withdrawal charge
Why do you require identification documents,Pourquoi avez-vous besoin de documents d’identification ?,Lu tax nga soxla këyitu ràññeekaay bi?,why verify identity
Can I see the source of my available money?,Puis-je voir la source de mon argent disponible ?,Ndax mën naa gis fi sama xaalis bi des joge?,verify source of funds
I am travelling and I was wondering what your exchange rates are,Je voyage et je me demandais quels étaient vos taux de change,"Damay wojaase, dama doon laaj lan moo doon seen dayo weccoo xaalis ?",exchange rate
Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere.,"Votre système est-il en panne ou autre chose ? J'ai déjà essayé cinq fois d'effectuer un transfert standard, mais je n'y arrive pas.",Ndax seen sistem bi dafa am jafe-jafe walla lu ne mel. Juróomi yoon a ngi may jéem a yónnee xaalis te jàllul.,failed transfer
I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,"Je ne sais pas pourquoi, mais mes virements sont toujours refusés. J'ai déjà vérifié plusieurs fois les coordonnées du destinataire et elles sont tout à fait correctes.","Xamuma lu tax waaye dañuy gàntal sama jokkalante koppar yépp. Xool na ba sonn xibaar yi ñeel ki ma koy yónnee, gis naa ne amuñu benn sikk",declined transfer
I am still waiting for a money transfer to appear.,J'attends toujours qu'un transfert d'argent apparaisse.,Ba leegi maa ngi xaarandi ab yónnee xaalis.,pending transfer
When does a UK transfer show up?,Quand un transfert au Royaume-Uni apparaît-il ?,Kañ la xaalis xaalis boo xam  ne àngalteer lañu ko yónneewee war a jàll ?,balance not updated after bank transfer
What fiduciary currencies are supported for tenure and exchange?,Quelles monnaies fiduciaires sont prises en charge pour la tenure et l'échange ?,Yan ñooy xeeti xaalisu kóolute yi ñuy bàyyi xel ngir ndëkkaale gi ak weccoo gi ? ,fiat currency support
There is a card payment that I'm not recognizing.,Il y a un paiement par carte que je ne reconnais pas.,Am na peyoor bu ñu defee ak kàrt boo xam ne nekkul man maa ko def ,card payment not recognised
"I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?","J'ai fréquemment utilisé mon compte au cours du dernier mois pour gérer mes paiements depuis l'étranger pour mon nouveau logement. J'ai remarqué que mes honoraires ont soudainement augmenté. En tant que client régulier, ne devrais-je pas être récompensé plutôt que de me voir soudainement soumis à de nouveaux frais ?","Weer wi weesu dama faraloon di jëfandikoo sama kont ngir fay sama luwaas gu bees gi nekk bitim réew. Ma gis ni njëg yi dañu jekki saa rek yokk. Man kiliyaan bu fi yàgg laa, ndax waru ñu may neexal moo gën ñu may fayee ku njëg yu bees?",transfer fee charged
"I found my card, am I able to put it back into the app?","J'ai retrouvé ma carte, puis-je la remettre dans l'application ?","Gis naa sama kàrt, mën naa ko delloo ci aplikaasioŋ bi?",card linking
Says that my top-up is incomplete?,Il dit que ma recharge est incomplète ?,Waxal ne koppar yi ma dugal ci sama kont matul ?,pending top up
Will you charge me for topping up with a European card?,Allez-vous me facturer le rechargement avec une carte européenne ?,Ndax dingeen ma fayeeku sarse bi ma def ak kàrtu tugal,top up by card charge
I lost my phone! Will my card still work?,J'ai perdu mon téléphone ! Ma carte fonctionnera-t-elle encore ?,"Sama telefon dafa réer, ndax sama kàrt dina wéy di dox ?",lost or stolen phone
How do I go about getting hold of a virtual card?,Comment puis-je obtenir une carte virtuelle ?,Naka laay def ba am ab kàrtu xarala ?,getting virtual card
"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.","Vous pouvez activer votre carte en quelques secondes en accédant à votre compte, en cliquant sur Activer et en suivant simplement les instructions.","Ndax mën nga doxal sa kàrt ci segond yu néew booy duggu ci sa kontu, boo bësee ci aktiwe ak nga topp digle yi? ",activate my card
What is the purpose for verifying my identity?,Quel est le but de la vérification de mon identité ?,Lu tax ngeen di cambar sama dàntite ?,why verify identity
How do I report a cash withdrawal that wasn't me?,Comment signaler un retrait d'espèces qui n'était pas le mien ?,Naka lañuy yëglee xaalis bu ñu jël ci sama kont te defuma ko ?,cash withdrawal not recognised
"My card is stuck inside the ATM, what am I supposed to do?","Ma carte est coincée dans le distributeur, que dois-je faire ?","Sama kàrt dafa tëju ci gab bi, lan laa wara def?",card swallowed
I lost track of my card,J'ai perdu la trace de ma carte,Gisatuma sama kàrt,lost or stolen card
I want to return an item for a refund can I do that?,"Je souhaite retourner un article pour un remboursement, puis-je le faire ?","Dama bëgg a xàcc benn mbir ngir sàkku ñu delloo ma sama xaalis, ndax mën na nekk ?",request refund
Can an American resident apply to get a card?,Un résident américain peut-il demander à obtenir une carte ?,Ndax ku dëkk senegaal mën na ñaan am kart?,country support
where do you find your exchange rates?,où trouvez-vous vos taux de change ?,Fan nga mën a gisee sa dayo weccoo xaalis bi ?,exchange rate
I need this item refunded,J'ai besoin que cet article soit remboursé,Dama bëgg a xàcci lii ma jënd ,request refund
Explain the extra ATM fees.,Expliquez les frais supplémentaires liés aux guichets automatiques.,Leeralleen ma yeneen fere yi laale ak GAB yi ?,cash withdrawal charge
"My salary is in GBP, is this something I need to configure?","Mon salaire est en GBP, dois-je le configurer ?","Sama saleer a ngi ci GBP, ndax dama ko war a regle ?",receiving money
My card payment didn't work,Mon paiement par carte n'a pas fonctionné,Peyoor bi ma doon defee ak kàrt jàllul,declined card payment
Can you convert to EUR?,Pouvez-vous convertir en EUR ?,Ndax mën ngeen weccoo ak ay EUR ?,fiat currency support
Can I make an account for my daughter?,Puis-je créer un compte pour ma fille ?,Ndax mën naa ubbil  kont sama doom ju jigéen?,age limit
I think my card is stolen!,Je pense que ma carte a été volée !,Yaakaar naa ne sama kàrt bi dañu ko sàcc.,lost or stolen card
Why am I not seeing the check I deposited this morning in my account?,Pourquoi je ne vois pas le chèque que j'ai déposé ce matin sur mon compte ?,Lu tax seg bi ma dugal ci suba feeñagul ci sama kont ?,balance not updated after cheque or cash deposit
Why would you decline my card?,Pourquoi refuseriez-vous ma carte ?,Lu tax ngeen gàntal sama kàrt ?,declined card payment
I am unable to prove my identity,Je ne suis pas en mesure de prouver mon identité,Mënuma undi ay firnde ci man la kan.,unable to verify identity
I must make several disposable cards every day.,Je dois fabriquer plusieurs cartes jetables chaque jour.,Dama wara defar ay kàrt yu bari bis bunekk.,disposable card limits
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?","J'ai effectué un virement pour le paiement de mon loyer il y a environ 2 jours, mais mon propriétaire ne l'a pas encore reçu. Cela montre que c'est fait de mon côté, et j'ai vérifié tous les numéros de compte et ils sont corrects. Pouvez-vous vérifier que la transaction a bien été effectuée ?"," Dama def ab jëflante ngir fey sama luyaas defna lu tollu ci ñaari fan, waaye jëflante bi dem na ci sama wet waaye boroom luyaas bi jotu ci. Saytu na limatu kontu yëpp te baaxnañu. Ndax mën ngeen ma  firndeel ni jëflante bi dem na?",transfer not received by recipient
When I add money to my international card do you charge a fee to do so?,"Lorsque j'ajoute de l'argent sur ma carte internationale, facturez-vous des frais pour le faire ?","Bu ma yokkee xaalis ak sama kàrtu bitim-réew, ndax dangeen may feyloo ay fere ?",top up by card charge
How can I top up my account with a cheque?,Comment puis-je recharger mon compte avec un chèque ?,Naka laa mën a dugalee xaalis ci sama kont jaare ko ci seg ?,top up by cash or cheque
What are the steps for my friend to send me money?,Quelles sont les étapes à suivre pour que mon ami m'envoie de l'argent ?,Yan jeego lañuy topp ngir sama xarit yònnee ma xaalis? ,receiving money
I have an unknown charge.,J'ai une charge inconnue.,Dagg nañu ma loo xam ne xamuma lu ko wara,direct debit payment not recognised
Can I transfer money to my account with the app?,Puis-je transférer de l'argent sur mon compte avec l'application ?,Ndax mën naa yónnee xaalis ci sama kont ak aplikaasiyoŋ ?,transfer into account
My card doesn't work. I can't get cash out at an ATM,Ma carte ne fonctionne pas. Je n’arrive pas à retirer de l’argent à un distributeur automatique,Sama kàrt doxul. Mënu ma dindi xaalis ci GAB bi.,declined cash withdrawal
What fees are charged for a physical card?,Quels sont les frais facturés pour une carte physique ?,Yan ñooy fere yi ñu teg ci ab kàrt ?,order physical card
Tell me the currencies that you support.,Dites-moi les appareils que vous prenez en charge.,Wax leen ma yan jumtukaay ngeeni jël.,fiat currency support
The card payment is declined.  Please inform me why.,Le paiement par carte est refusé. Veuillez m'en expliquer la raison.,Gàntal nañu peyoor bi ak kàrt. Ndax mën ngeen ma wax lu ko waral ?,declined card payment
What are the currency types that I can keep money in.,Quels sont les types de devises dans lesquels je peux conserver de l’argent ?,Yan ñooy xeeti xaalis yi nga xam ne mën naa cee denc ay koppar ?,fiat currency support
How do I to up by card?,Comment puis-je effectuer un paiement par carte ?,Naka laa mëna fayee ak kart?,topping up by card
What's the foreign exchange rate I will receive?,Quel est le taux de change que je recevrai ?,Lan mooy dayo weccoo xaalis bi ma war a jot,exchange rate
Got only $20 when I tried to withdraw $100.,J’ai eu seulement 20 $ quand j’ai essayé de retirer 100 $.,Bima jéeme dindi 100fcfa waaye 20fcfa rek laa am.,wrong amount of cash received
what is this charge on my card?,quel est ce débit sur ma carte ?,Li ñu dagg ci sama kàrt lan mooy sabab bi ?,direct debit payment not recognised
What do I do if the machine rejects my card?,Que dois-je faire si la machine rejette ma carte ?,Lan laa wara def sudee gab bi nanguwul sama kàrt?,card not working
Will you be able to exchange to EUR?,Serez-vous capable d'échanger en EUR ?,Ndax dinga ko mën a weccoo ak xaalisu EURO ?,fiat currency support
I can't log in,Je ne peux pas me connecter,Mënu maa dugg ci lënd gi,passcode forgotten
"Hi, I have done a topup, but my money was reverted. Please look into this issue.","Bonjour, j'ai effectué une recharge, mais mon argent a été remboursé. Veuillez examiner ce problème.","Salaamaalekum def naa ab sarsamã waaye xaalis bi dañu ko delloowaat ci kont bi. Saytuleen jafe-jafe boobu,",top up reverted
My order needs to be canceled.,Ma commande doit être annulée.,Dañu wara fommal sama komand.,request refund
What fiat currencies are used for holdings?,Quelles monnaies fiduciaires sont utilisées pour les avoirs ?,ban xaalis lañuy jëfandikoo ngir am ko?,fiat currency support
When I topped up the app has seemed to reverted it.,"Lorsque j'ai rechargé, l'application semble l'avoir annulé.","Bi ma sarsee sama kàrt, dafa mel ne aplikaasiyoŋ bi dafa dellu ginnaaw.",top up reverted
Why did I get a fee from the ATM?,Pourquoi ai-je reçu des frais au guichet automatique ?,Lu tax GAB bi teg ma ay fere ?,cash withdrawal charge
I need to cancel a transfer I made.,Je dois annuler un transfert que j'ai effectué.,Dama war a niilal xaalis bu ma yónnee ba noppi ,cancel transfer
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this","J'ai fait un dépôt il y a quelques jours, mais il n'est pas encore versé ! Ce serait idéal si vous m'aidiez avec ça","Def naa xaalis ci sama kont fan yu néew ci ginnaaw, waaye ba leegi aggul! Dina baax lool soo leen ma jàppalee ci lii",balance not updated after cheque or cash deposit
What do I do if my card expires soon?,Que dois-je faire si ma carte expire bientôt ?,Lan laa war a def su fekkee sama kàrt dafay waaj a jeex,card about to expire
"I moved, can I edit my personal details?","J'ai déménagé, puis-je modifier mes informations personnelles ?","Dama tuxu, ndax mën naa soppi samay xàmmeekaay ?",edit personal details
My top-up has been reverted and I would like to know why.,Ma recharge a été annulée et j'aimerais savoir pourquoi.,"Dañu niilal xaalis bi ma doon dugal ci kont bi, bëggoon naa xam lu ko waral",top up reverted
What should I do to top up using my Apple Watch?,Que dois-je faire pour recharger mon compte en utilisant mon Apple Watch ?,Lan laa wara def ngir sarse sama kont ci sama Apple Watch?,apple pay or google pay
How long does it take for money to transfer as my balance hasn't been updated,Combien de temps faut-il pour que l'argent soit transféré car mon solde n'a pas été mis à jour,Ñaata waxtu moo war balaa ñuy yónnee xaalis bi ndax yeesalagu ñu sama tolluwaayu xaalis?,balance not updated after bank transfer
I need help finding the verification code on the top up card.,J'ai besoin d'aide pour trouver le code de vérification sur la carte de recharge.,Dama soxla ñu jàppale ma ma gis baatu ubbikaay bi ci kàrtu sarse bi.,verify top up
Could you please help me figure out why the seller has not received their money after I sent it.,Pourriez-vous s’il vous plaît m’aider à comprendre pourquoi le vendeur n’a pas reçu son argent après que je l’ai envoyé.,Mën ngeen ma jàppale ma xam lu tax jaaykat bi jotul xaalisam ginaaw bi ma ko yónnee.,pending transfer
The machine gave me the wrong amount of cash.,La machine m'a donné le mauvais montant d'argent.,GAB bi joxuma xaalis bi ma ko doon laaj.,wrong amount of cash received
What should I do once my card expires?,Que dois-je faire une fois ma carte expirée ?,Lan laa wara def bu sama kart jeexee?,card about to expire
"I know there's money in my account, why did my account decline me?","Je sais qu'il y a de l'argent sur mon compte, pourquoi mon compte m'a-t-il refusé ?",Xam naa ne sama kont am na xaalis. Lu tax mënuma def benn jokkalante ci sama kont ? ,declined card payment
Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,"Je ne sais pas si un vendeur va me rendre mon argent ! Je leur ai demandé de me rembourser l'article, mais cela fait une semaine maintenant et je n'ai toujours rien reçu. Pouvez-vous résoudre ce problème pour moi ?","Xamuma ndax jaaykat bi dina ma dello sama xaalis! Wax naa leen ñu dello ma xaalis bi ma jëndoon, waaye loolu defna benn ayu-bis ba leegi jotuma dara. Ndax mën ngama fajal jafe-jafe bii?",Refund not showing up
why cant you just refund me instead of a merchant,pourquoi ne pouvez-vous pas simplement me rembourser au lieu d'un commerçant,Lu tax mënooleen ma fey ngeen di wékku ci jaaykat yi ?,Refund not showing up
Why didn't my payment process,Pourquoi mon paiement n'a-t-il pas été traité ?,Lu tax ni ñu doxalee sama peyoor bi jaarul yoon ?,pending card payment
Will I be charged a fee to top up using a debit or credit card?,Des frais me seront-ils facturés pour recharger avec une carte de débit ou de crédit ?,Ndax dañ may fayeeku ay njëg ngir sarse ak kàrtu dàgg wala kàrtu keredi?,top up by card charge
I would like to have a Mastercard.,J’aimerais avoir une carte Mastercard.,Bëgg naa am kàrtu Master.,visa or mastercard
My card payment wasn't accepted.,Mon paiement par carte n’a pas été accepté.,Nangu wuñu sama payoor ak kàrt.,declined card payment
What is the top-up limit for my card?,Quelle est la limite de rechargement de ma carte ?,Fan la sama sarsamã kàrt mën a yem ?,top up limits
How much does it cost for additional cards?,Combien coûtent les cartes supplémentaires ?,Ñaata la yeneen kàrt yi di jar?,getting spare card
"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",J'ai retiré de l'argent à votre distributeur pendant les vacances et j'ai été facturé des sommes exorbitantes. Je ne l'aurais pas fait si j'avais eu un minimum de discernement quant à ces frais exorbitants.,"Jëlee naa xaalis ci seen GAB bi ci wakãas yi, waaye dama fey ay fere yu jéggi dayo. Duma ko woon def su fekkoon njortoon naa ci lu tollu ne tarfatal-ayni.",wrong exchange rate for cash withdrawal
I don't understand why I was charged an additional fee for this service. Can you clarify?,Je ne comprends pas pourquoi des frais supplémentaires m'ont été facturés pour ce service. Pouvez-vous m'éclairer ?,Xamuma lu tax ñu faktiire ma yeneen fere ci sarwiis bii. Ndax mën nga leeralal ?,card payment fee charged
Is there anywhere  In the  Eu  this card can not be delivered in,Y a-t-il un endroit dans l'UE où cette carte ne peut pas être livrée ?,"Ndax am na ci Europe, béréb boo xam ne deesu fa jottali kàrt bii ?",country support
How much would it cost me for a bank transfer to top up my account?,Combien me coûterait un virement bancaire pour recharger mon compte ?,Ñaata la may dikkee suma toxale xaalis bànk ngir sarsewaat sama kontu?,top up by bank transfer charge
